model	transcript	DEG.rank	baseMean	log2FoldChange	padj	manual.ann	EggNOG.Predicted.Gene	EggNOG.Description	EggNOG.Protein.Domains	Contaminant	xenic
adult thorax by wing PC1	TR219608|c0_g1_i1	1056	870.63	-1.3711	0.00043214	ND75	ND75	Domain of unknown function (DUF1982)	PFAM (NADH-G_4Fe-4S_3, Fer2, Molybdopterin, DUF1982), SMART (NADH-G_4Fe-4S_3)	No	FALSE
adult thorax by wing PC1	TR274732|c1_g1_i1	1058	253.5	1.5262	0.00043457	Lk6	LK6	S_TKc	PFAM (Pkinase_Tyr, Pkinase, Kdo, DMA), SMART (S_TKc, COIL, STYKc)	No	FALSE
adult thorax by wing PC1	TR239078|c1_g1_i4	1059	303.63	-2.2679	0.00043551	NA		Aldolase_II	PFAM (Aldolase_II), SMART (Aldolase_II, COIL)	No	FALSE
adult thorax by wing PC1	TR242675|c0_g1_i1	1062	4.9652	-3.8206	0.00044286	NA		Inherit from biNOG: ankyrin 3, node of Ranvier (ankyrin G)	PFAM (Ank, ZU5, Death), SMART (ANK, COIL, ZU5, DEATH, SIGNAL)		FALSE
adult thorax by wing PC1	TR79210|c1_g1_i1	1065	388.5	1.1091	0.00044599	NA	FK506-BP2	peptidyl-prolyl cis-trans isomerase	PFAM (FKBP_C)	No	FALSE
adult thorax by wing PC1	TR252082|c1_g1_i1	1066	67.683	1.1907	0.0004469	NA		NA	SMART (TRANS, SIGNAL, FN3)	No	FALSE
adult thorax by wing PC1	TR197662|c1_g1_i1	1067	53.038	-1.4896	0.00044872	NA		NA	PFAM (Mlf1IP)	No	FALSE
adult thorax by wing PC1	TR209993|c0_g1_i4	1068	66.944	1.4935	0.00044872	ZnF		ZnF_C3H1	SMART (ZnF_C3H1, TRANS, COIL)	No	FALSE
adult thorax by wing PC1	TR197399|c0_g2_i1	1069	94.878	1.5718	0.00044885	NA		Sm-like protein	PFAM (LSM), SMART (Sm)	No	FALSE
adult thorax by wing PC1	TR277135|c0_g1_i1	1071	102.26	1.3026	0.00045031	NA		Fibronectin type III domain	PFAM (I-set, fn3, ig, Pkinase_Tyr, Pkinase, V-set, Kdo), SMART (IGc2, IG, FN3, S_TKc, IG_like, COIL)	No	FALSE
adult thorax by wing PC1	TR223363|c0_g1_i1	1078	16.665	-2.4522	0.00047706	NA		Inherit from biNOG: INO80 complex subunit E	SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR250191|c0_g1_i1	1079	105.7	-1.6999	0.00047706	NA		Tetraspanin family	PFAM (Tetraspannin), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR273772|c1_g1_i7	1081	1292.3	-1.7421	0.00048084	ASPH	ASPH	Aspartyl/Asparaginyl beta-hydroxylase	PFAM (Asp_Arg_Hydrox), SMART (COIL, TRANS, TPR)		FALSE
adult thorax by wing PC1	TR206761|c1_g1_i1	1082	43.849	-1.5981	0.00048382	NA		F-box and WD40 domain protein	PFAM (WD40, F-box), SMART (WD40, FBOX)	No	FALSE
adult thorax by wing PC1	TR246092|c1_g1_i1	1083	16.166	-2.6406	0.00048572	Rdl	RDL	gaba receptor	PFAM (Neur_chan_memb, Neur_chan_LBD), SMART (TRANS, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR212357|c0_g1_i1	1085	55.305	1.3515	0.00049272	stromal cell-derived factor		Stromal cell-derived factor	PFAM (MIR), SMART (MIR, SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR228960|c0_g1_i1	1086	36.959	1.9473	0.00049743	NA		NA	SMART (TRANS, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR201685|c3_g1_i1	1091	2358.1	-1.4668	0.00051467	SLC25A3	SLC25A3	solute carrier family 25 (mitochondrial carrier)	PFAM (Mito_carr), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR251732|c7_g1_i4	1092	130.53	-2.2031	0.00051862	NA		RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	PFAM (RRM_1), SMART (RRM, COIL, TRANS)	No	FALSE
adult thorax by wing PC1	TR227573|c0_g1_i1	1093	49.007	1.062	0.00052225	NA		ARF	PFAM (G-alpha, SRPRB, Gtr1_RagA, Miro, Arf, Ras, GTP_EFTU), SMART (ARF)	No	FALSE
adult thorax by wing PC1	TR207322|c0_g1_i6	1095	162.1	-1.4874	0.00052479	dunce	DNC	3'5'-cyclic nucleotide phosphodiesterase	PFAM (PDEase_I), SMART (HDc, SIGNAL, COIL, TRANS)	No	FALSE
adult thorax by wing PC1	TR271347|c0_g1_i1	1097	100.36	1.3267	0.00052685	NA		Perilipin family	PFAM (Perilipin)	No	FALSE
adult thorax by wing PC1	TR205564|c1_g1_i1	1099	75.58	1.2641	0.00053164	SRP68	SRP68	Signal-recognition-particle assembly has a crucial role in targeting secretory proteins to the rough endoplasmic reticulum membrane (By similarity)	SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR218333|c4_g1_i1	1100	74.856	1.1057	0.000541	CTLH		CTLH	PFAM (WD40, Nup160), SMART (WD40, LisH, CTLH)	No	FALSE
adult thorax by wing PC1	TR223146|c1_g2_i1	1102	3.366	-4.2314	0.00054546	NA		5' nucleotidase family	PFAM (5_nucleotid), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR217552|c0_g1_i1	1111	48.953	-1.142	0.00056591	NA	NIPSNAP	NIPSNAP 	PFAM (NIPSNAP)	No	FALSE
adult thorax by wing PC1	TR213759|c0_g1_i2	1113	131.83	1.7341	0.00057323	NA		Thioredoxin	PFAM (Thioredoxin), SMART (SIGNAL)	No	FALSE
adult thorax by wing PC1	TR274101|c0_g2_i2	1116	83.852	-2.8961	0.00059343	NA		Excitatory amino acid transporter	PFAM (SDF), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR207578|c0_g1_i1	1118	400.61	1.2999	0.00059692	NA	TRP1	translocation protein	PFAM (Sec62, MIP-T3), SMART (TRANS, COIL)	No	FALSE
adult thorax by wing PC1	TR284949|c3_g1_i2	1119	27.853	-1.453	0.00059742	E3-Ub ligase	PPP1R11	protein phosphatase 1, regulatory (Inhibitor) subunit 11	PFAM (PPI_Ypi1)	No	FALSE
adult thorax by wing PC1	TR239580|c2_g1_i1	1125	142.88	2.408	0.00061986	dyrk2		S_TKc	PFAM (Pkinase_Tyr, Pkinase, APH), SMART (S_TKc, STYKc)	No	FALSE
adult thorax by wing PC1	TR217429|c0_g2_i1	1128	52.251	-1.7607	0.00063176	NA		prefoldin subunit	PFAM (Prefoldin_2), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR133693|c0_g1_i1	1129	762.85	2.2701	0.00064391	troponin C	TPNCIIIA	troponin C	PFAM (efhand), SMART (EFh, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR257244|c1_g1_i1	1130	50.208	-1.3105	0.00064391	strawberry notch		Inherit from biNOG: Strawberry notch homolog	PFAM (Helicase_C, ResIII), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR230864|c3_g2_i3	1132	40.913	1.6865	0.00065326	NA		protein BCCIP homolog		No	FALSE
adult thorax by wing PC1	TR216420|c0_g1_i4	1133	24.718	1.5258	0.00065386	NA		Prefoldin subunit	PFAM (Prefoldin, Chitin_bind_4), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR233870|c3_g1_i1	1134	26.792	-1.7176	0.00066269	NA	R3HCC1L	R3H domain and coiled-coil containing 1-like	SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR261716|c0_g1_i1	1137	22.165	2.2326	0.00066968	NA		Tubulin-specific chaperone	PFAM (ubiquitin), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR227359|c0_g1_i1	1138	123.54	2.8601	0.00067054	NA		NA	SMART (SIGNAL)	No	FALSE
adult thorax by wing PC1	TR39149|c0_g2_i1	1140	10.206	-2.349	0.00067495	FKRP	FKRP	fukutin related protein	PFAM (LicD), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR228377|c0_g1_i2	1141	48.664	1.1055	0.00067847	NA		Mitochondrial ornithine transporter	PFAM (Mito_carr), SMART (COIL, TRANS)	No	FALSE
adult thorax by wing PC1	TR87021|c0_g1_i1	1143	19.89	-1.5068	0.00068543	NA		Inherit from biNOG: hexamethylene bis-acetamide inducible 1	SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR233963|c0_g1_i1	1144	26.105	-2.2559	0.00069524	DERA	DERA	deoxyribose-phosphate aldolase	PFAM (DeoC), SMART (DeoC)	No	FALSE
adult thorax by wing PC1	TR227654|c0_g1_i1	1145	22.095	2.1191	0.00069902	b-tubulin					FALSE
adult thorax by wing PC1	TR85260|c0_g1_i1	1146	669.34	-1.0449	0.00070089	NA		Heat shock protein	PFAM (HSP20), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR278770|c4_g1_i1	1147	5.8708	3.6757	0.00070163	ZMYM1					FALSE
adult thorax by wing PC1	TR198854|c3_g1_i4	1148	58.91	-4.5975	0.00071125	ensconsin	ENS	MAP7 (E-MAP-115) family	PFAM (MAP7), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR245259|c14_g1_i1	1149	106.91	1.2634	0.00072177	NA	ASH1	AWS	PFAM (SET, BAH, Bromodomain, PHD), SMART (AT_hook, AWS, SET, PostSET, PHD, BAH, BROMO, COIL)	No	FALSE
adult thorax by wing PC1	TR209881|c0_g2_i1	1150	25.609	1.415	0.00072578	RabX6	RABX6	Gtr1/RagA G protein conserved region	PFAM (Miro, Ras, Arf, Gtr1_RagA, SRPRB, GTP_EFTU), SMART (small_GTPase, COIL)	No	FALSE
adult thorax by wing PC1	TR220317|c2_g1_i2	1153	4.634	-4.3466	0.00073092	NA		Inherit from euNOG: mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme C	PFAM (Glyco_transf_54)	No	FALSE
adult thorax by wing PC1	TR205606|c0_g1_i1	1157	922.68	1.2645	0.00074215	CCT1		t-complex protein 1 subunit	PFAM (Cpn60_TCP1)	No	FALSE
adult thorax by wing PC1	TR219112|c0_g1_i1	1158	90.707	-1.0617	0.00074215	NA		Major Facilitator Superfamily	PFAM (MFS_1, Sugar_tr, ATG22), SMART (TRANS, COIL)	No	FALSE
adult thorax by wing PC1	TR274056|c0_g3_i1	1160	12.009	-2.7075	0.00074215	NA		uridine kinase	PFAM (PRK, CPT, CoaE), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR235299|c0_g1_i2	1161	81.558	1.5804	0.00074511	NA		Dolichyl-phosphate	PFAM (Glycos_transf_2), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR222659|c1_g1_i1	1166	30.276	1.6367	0.00075552	NA		ATP-dependent RNA helicase	PFAM (Helicase_C, DEAD, ResIII), SMART (HELICc, DUF4217, DEXDc, COIL)	No	FALSE
adult thorax by wing PC1	TR269792|c0_g1_i1	1168	8.2344	-3.0827	0.00075868	PPCS	PPCS	DNA / pantothenate metabolism flavoprotein	PFAM (DFP)	No	FALSE
adult thorax by wing PC1	TR245323|c1_g1_i1	1170	32.144	-2.0463	0.00076487	NA		Amylo-alpha-1,6-glucosidase 	PFAM (GDE_C, Alpha-amylase), SMART (COIL, TRANS)	No	FALSE
adult thorax by wing PC1	TR202320|c0_g1_i1	1171	725.09	3.5821	0.00076711	NA		NA	PFAM (zf-AD), SMART (COIL, SIGNAL, ZnF_C2H2, zf-AD, TRANS)	No	FALSE
adult thorax by wing PC1	TR238917|c0_g1_i1	1175	53.151	2.6195	0.00078186	cyp450	TBXAS1	Cytochrome p450	PFAM (p450), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR245066|c1_g2_i15	1178	217.02	-8.9323	0.00080163	NA		Inherit from KOG: Protein disulfide isomerase	PFAM (Thioredoxin, HyaE), SMART (TRANS, COIL, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR220515|c1_g1_i2	1179	38.595	-1.3891	0.00080278	NA		lipase 3-like	PFAM (Abhydrolase_1, Abhydro_lipase), SMART (SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR274252|c4_g6_i1	1180	42.927	-2.83	0.00082579	rpL53	MRPL53	mitochondrial ribosomal protein L53	PFAM (MRP_L53)	No	FALSE
adult thorax by wing PC1	TR254978|c0_g1_i7	1181	488.11	-1.6403	0.00082867	Zasp66	ZASP66	ZM	PFAM (PDZ), SMART (PDZ, ZM, COIL)	No	FALSE
adult thorax by wing PC1	TR251024|c0_g1_i2	1182	107.75	-1.3604	0.00086876	NA	ORB2	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	PFAM (RRM_1, Tubulin, Tubulin_C), SMART (RRM, Tubulin, Tubulin_C)	No	FALSE
adult thorax by wing PC1	TR261425|c0_g1_i1	1184	44.983	-2.3367	0.00087761	PHGPx	TPX1	C-terminal domain of 1-Cys peroxiredoxin	PFAM (1-cysPrx_C, Redoxin, AhpC-TSA)	No	FALSE
adult thorax by wing PC1	TR243715|c0_g1_i1	1185	25.325	-1.8482	0.00088669	DNA pol phi		DNA polymerase phi	PFAM (DNA_pol_phi), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR213755|c0_g1_i1	1186	30.889	-1.5862	0.00088752	NA		ribosomal protein	PFAM (Ribosomal_L36), SMART (SIGNAL)	No	FALSE
adult thorax by wing PC1	TR230857|c4_g1_i1	1189	68.561	-1.1243	0.00090096	TAF7	TAF7	Transcription initiation factor TFII-D subunit	PFAM (TAFII55_N), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR208030|c3_g3_i2	1191	46.996	3.3885	0.00091624	beaten path		beat protein	PFAM (C2-set_2, V-set, GILT), SMART (TRANS, IG, SIGNAL, IG_like)	No	FALSE
adult thorax by wing PC1	TR279769|c0_g1_i1	1193	486.78	1.6384	0.00093517	NA		cathepsin	PFAM (Peptidase_C1, Inhibitor_I29, Peptidase_C1_2), SMART (Pept_C1, Inhibitor_I29, SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR256499|c0_g1_i1	1197	32.094	-2.0147	0.00095337	NA		transcriptional activator protein	PFAM (PurA), SMART (PUR)	No	FALSE
adult thorax by wing PC1	TR215063|c0_g1_i1	1201	11.636	2.3514	0.00097924	NA		WD domain, G-beta repeat	PFAM (WD40), SMART (WD40)	No	FALSE
adult thorax by wing PC1	TR60580|c0_g1_i1	1202	320.93	-1.3262	0.00099197	NA		SAM domain (Sterile alpha motif)	PFAM (SAM_1, SAM_2, Ank), SMART (ANK)	No	FALSE
adult thorax by wing PC1	TR286150|c0_g1_i1	1203	318.86	-1.0584	0.00099525	NA		Mitochondrial import inner membrane translocase	PFAM (Tim17), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR262771|c11_g1_i2	1205	7.8941	-4.4855	0.000996	NA		high affinity sulfate transmembrane transporter activity	PFAM (Sulfate_transp, STAS), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR286160|c0_g1_i1	1206	75.347	-1.0357	0.0010034	NMT	NMT	Adds a myristoyl group to the N-terminal glycine residue of certain cellular proteins (By similarity)	PFAM (NMT_C, NMT)	No	FALSE
adult thorax by wing PC1	TR210350|c0_g1_i1	1207	65.074	1.3389	0.0010051	NMD3	NMD3	nonsense-mediated mrna	PFAM (NMD3), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR255265|c0_g1_i2	1210	16.931	-2.7765	0.00101	NA		Fatty acid hydroxylase superfamily	PFAM (FA_hydroxylase), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR257273|c2_g2_i1	1211	39.874	-1.4278	0.00101	NA		Dehydrogenase	PFAM (KR, adh_short, Epimerase), SMART (TRANS, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR262328|c0_g3_i1	1212	271.76	1.7265	0.0010145	bZIP		bZIP transcription factor	PFAM (bZIP_1, bZIP_2), SMART (COIL, BRLZ)	No	FALSE
adult thorax by wing PC1	TR211414|c1_g1_i1	1213	10.194	1.7064	0.0010223	NA		WD domain, G-beta repeat	PFAM (WD40), SMART (WD40, TRANS, COIL)	No	FALSE
adult thorax by wing PC1	TR204504|c0_g1_i1	1217	203.92	1.2298	0.0010436	NA	SEC63	translocation protein SEC63	PFAM (Sec63, DnaJ, DUF3210), SMART (TRANS, DnaJ, Sec63, COIL)	No	FALSE
adult thorax by wing PC1	TR219064|c0_g1_i1	1218	625.34	1.3721	0.0010499	NA		anchor protein	PFAM (TUDOR, KH_1), SMART (KH, TRANS, TUDOR, COIL)	No	FALSE
adult thorax by wing PC1	TR262252|c0_g1_i2	1220	35.21	1.4757	0.0010669	NA		Rhodanese-like domain	PFAM (TBC, Rhodanese), SMART (TBC, RHOD, TRANS)	No	FALSE
adult thorax by wing PC1	TR235201|c3_g2_i11	1221	126.56	-1.9552	0.0010682	NA		Inherit from biNOG: RUN and SH3 domain containing 2	PFAM (RUN, SH3_2, SH3_1), SMART (COIL, SH3, RUN)	No	FALSE
adult thorax by wing PC1	TR200954|c0_g1_i1	1225	63.122	1.2919	0.001081	IFC	IFC	Sphingolipid Delta4-desaturase (DES)	PFAM (FA_desaturase, Lipid_DES), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR198288|c0_g1_i2	1228	52.893	1.5975	0.0011446	NA		Oligosaccharyl transferase STT3 subunit	PFAM (STT3), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR220302|c0_g1_i2	1229	7.7029	2.3293	0.0011554	Ku80	KU80	Ku P80 DNA helicase	PFAM (Ku, Ku_N, Ku_PK_bind, Ku_C), SMART (Ku78)	No	FALSE
adult thorax by wing PC1	TR202085|c9_g1_i1	1230	76.456	1.9364	0.0011715	NA		sugar transporter	PFAM (Sugar_tr, MFS_1), SMART (TRANS, COIL, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR199972|c0_g2_i1	1233	52.879	1.4757	0.0011801	NA		Legume-like lectin family	PFAM (Lectin_leg-like), SMART (TRANS, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR211503|c0_g3_i5	1234	1975.9	1.9586	0.0011924	NA		Repeat of unknown function (DUF1136)	PFAM (I-set, DUF1136, ig, fn3, SH3_1, SH3_2, V-set), SMART (IG, IGc2, THEG, FN3, IG_like, SH3, COIL)	No	FALSE
adult thorax by wing PC1	TR197860|c0_g1_i1	1235	34.772	2.1693	0.0011935	NA		synaptic vesicle	PFAM (MFS_1, Sugar_tr), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR221483|c3_g1_i1	1238	26.065	5.1872	0.0012146	NA		facilitated trehalose transporter Tret1-like	PFAM (MFS_1, Sugar_tr, UNC-93, Folate_carrier), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR227450|c0_g1_i1	1241	47.331	1.3376	0.0012539	NA		acidPPc	PFAM (PAP2), SMART (TRANS, acidPPc, SIGNAL, COIL)	No	FALSE
adult thorax by wing PC1	TR221258|c0_g1_i2	1242	64.52	-1.1503	0.0012543	NA		Insulinase (Peptidase family M16)	PFAM (Peptidase_M16_C, Peptidase_M16)	No	FALSE
adult thorax by wing PC1	TR261303|c1_g1_i1	1243	129.93	-1.1236	0.0012543	r.t.		Reverse transcriptase (RNA-dependent DNA polymerase)	PFAM (RVT_1, RnaseH, zf-CCHC, DUF1891, Exo_endo_phos), SMART (COIL, ZnF_C2HC)	No	FALSE
adult thorax by wing PC1	TR210654|c0_g2_i1	1246	5.5865	-3.7126	0.0012654	Eaf6	EAF6	Histone acetyltransferase subunit NuA4	PFAM (NuA4, DGCR6), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR239901|c0_g1_i1	1248	445.16	1.4233	0.0012723	calreticulin	CRC	Calreticulin	PFAM (Calreticulin), SMART (COIL, SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR47661|c0_g1_i1	1252	27.417	-1.5173	0.0013012	NA		Mitochondrial matrix Mmp37	PFAM (Mmp37, DUF3752), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR49009|c0_g1_i1	1253	20.301	2.3238	0.001304	decapentaplegic	DPP	decapentaplegic	PFAM (TGF_beta, TGFb_propeptide), SMART (TGFB, SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR253908|c0_g1_i1	1255	78.722	1.1342	0.0013093	NA		FYVE	PFAM (PH, FYVE, RhoGEF), SMART (PH, FYVE, RhoGEF)	No	FALSE
adult thorax by wing PC1	TR216464|c11_g1_i2	1260	88.069	1.4866	0.0013595	NA		Membrane-associating domain	PFAM (MARVEL), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR244814|c0_g1_i3	1262	30.464	2.5587	0.0013868	NA		NA	PFAM (MADF_DNA_bdg), SMART (COIL, TRANS)	No	FALSE
adult thorax by wing PC1	TR267254|c1_g2_i2	1264	23.154	-5.1445	0.001393	rpS7	MRPS7	ribosomal protein S7	PFAM (Ribosomal_S7)	No	FALSE
adult thorax by wing PC1	TR227370|c0_g4_i1	1267	13.566	2.0445	0.001416	NA		E1-like enzyme which activates UFM1 (By similarity)	PFAM (ThiF), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR243852|c0_g2_i1	1268	194.21	-1.0427	0.0014293	NA		Uncharacterized conserved protein (DUF2358)	PFAM (DUF2358)	No	FALSE
adult thorax by wing PC1	TR216422|c0_g4_i1	1270	6.8123	-3.3471	0.0014338	neurolysin		Neurolysin (Metallopeptidase M3 family)	PFAM (Peptidase_M3), SMART (COIL, TRANS)	No	FALSE
adult thorax by wing PC1	TR240740|c2_g2_i6	1271	13.8	2.2122	0.0014338	BRMS1		Breast cancer metastasis-suppressor	PFAM (Sds3), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR251545|c0_g1_i1	1276	29.305	1.4872	0.0014505	NA		Uncharacterized protein family UPF0016	PFAM (UPF0016), SMART (TRANS, COIL, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR231335|c0_g1_i1	1278	28.074	1.3333	0.0014551	NA		Inherit from biNOG: Transmembrane protein 179	SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR268524|c2_g1_i1	1279	334.38	2.7563	0.0014618	NA		protein Hydra magnipapillata	PFAM (Gal_Lectin, TSP_1), SMART (SIGNAL, COIL, TRANS, TSP1)	No	FALSE
adult thorax by wing PC1	TR203590|c0_g1_i2	1283	36.986	-1.9346	0.001481	NA		short chain dehydrogenase	PFAM (adh_short, KR), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR204681|c3_g4_i1	1285	678.02	-3.1248	0.0014864	myofilin	MF	NA		No	FALSE
adult thorax by wing PC1	TR206348|c0_g1_i1	1286	21.48	-1.5007	0.0014864	NA		Isoleucyl-tRNA synthetase	PFAM (tRNA-synt_1g, tRNA-synt_1, Anticodon_1, tRNA-synt_1e, tRNA-synt_1f, RRM_1, Glyco_hydro_1), SMART (RRM, FoP_duplication)	No	FALSE
adult thorax by wing PC1	TR266334|c0_g2_i4	1288	70.1	-2.0136	0.0014954	PKC-delta	PKCDELTA	protein kinase C	PFAM (C1_1, Pkinase_Tyr, Pkinase, Pkinase_C), SMART (C1, S_TKc, S_TK_X, COIL)	No	FALSE
adult thorax by wing PC1	TR227469|c0_g1_i1	1292	56.845	-1.1384	0.0015416	NA		U1 zinc finger	PFAM (WW, zf-U1), SMART (COIL, ZnF_U1, WW, SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR280698|c1_g8_i1	1294	9.743	-2.1344	0.0015442	NA		Mps one binder kinase activator-like	PFAM (Mob1_phocein), SMART (COIL, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR227456|c0_g1_i1	1296	151.39	1.4232	0.001551	NA		Eca and bai are essential, though not redundant, for dorsoventral patterning of the embryo. Specifically required during early embryogenesis for the activity of maternal tkv, while the zygotic tkv is not affected. Involved in Golgi organization	PFAM (EMP24_GP25L), SMART (TRANS, SIGNAL, COIL, EMP24_GP25L)	No	FALSE
adult thorax by wing PC1	TR217704|c0_g1_i1	1297	40.03	-1.8594	0.0015624	NA		set and mynd domain-containing protein	PFAM (zf-MYND, SET), SMART (TPR, SET)	No	FALSE
adult thorax by wing PC1	TR286066|c2_g1_i1	1301	28.043	2.1239	0.0016083	NA		selenium-binding protein	PFAM (SBP56)	No	FALSE
adult thorax by wing PC1	TR60581|c0_g1_i1	1304	108.49	1.1763	0.0016367	NA		Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome (By similarity)	PFAM (Mov34), SMART (JAB_MPN, COIL)	No	FALSE
adult thorax by wing PC1	TR238018|c6_g6_i2	1305	145.01	-2.0165	0.001639	MTHFS	MTHFS	5-formyltetrahydrofolate cyclo-ligase	PFAM (5-FTHF_cyc-lig), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR257572|c0_g1_i1	1307	18.447	-1.8616	0.0016601	OPA3		Optic atrophy 3 protein (OPA3)	PFAM (OPA3), SMART (COIL, TRANS)	No	FALSE
adult thorax by wing PC1	TR261747|c2_g1_i1	1308	36.508	-1.3298	0.0016601	NA		Mitochondrial GTPase that catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post-translocational (POST) state as the newly formed A- site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome	PFAM (GTP_EFTU, EFG_IV, GTP_EFTU_D2, EFG_C), SMART (EFG_IV, EFG_C, COIL)	No	FALSE
adult thorax by wing PC1	TR264174|c0_g1_i1	1310	47.287	1.1603	0.0016816	NA		UBQ	PFAM (ubiquitin), SMART (TRANS, UBQ)	No	FALSE
adult thorax by wing PC1	TR223115|c0_g8_i1	1311	44.207	-4.164	0.0016972	r.t.		Reverse transcriptase (RNA-dependent DNA polymerase)	PFAM (RVT_1, GIY-YIG), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR275599|c1_g1_i1	1312	267.51	-1.3856	0.001698	piggyBac		Inherit from biNOG: piggyBac transposable element derived	SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR246145|c1_g1_i1	1313	87.912	1.7093	0.0017111	NA		Inositol polyphosphate kinase 	PFAM (IPK), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR197054|c0_g1_i2	1314	91.173	2.4207	0.0017293	CBT	CBT	Zinc finger, C2H2 type	PFAM (zf-C2H2), SMART (ZnF_C2H2, COIL)	No	FALSE
adult thorax by wing PC1	TR248135|c0_g1_i1	1317	74.125	1.5503	0.0017427	NA	MKI67IP	MKI67 (FHA domain) interacting nucleolar phosphoprotein	PFAM (RRM_1, hNIFK_binding), SMART (RRM, COIL)	No	FALSE
adult thorax by wing PC1	TR281805|c0_g1_i2	1319	91.18	-1.1011	0.0017454	belphegor	BOR	Domain of unknown function (DUF3523)	PFAM (AAA, DUF3523, RuvB_N), SMART (COIL, AAA)	No	FALSE
adult thorax by wing PC1	TR268489|c0_g2_i1	1320	30.752	-1.9739	0.0017496	NA		cytochrome C oxidase	PFAM (COX5A)	No	FALSE
adult thorax by wing PC1	TR274107|c6_g2_i1	1321	13.331	-2.1459	0.0017496	NA	TMEM241	Transmembrane protein 241	SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR261594|c0_g1_i1	1323	50.256	1.3862	0.0017643	NA		Inherit from opiNOG: Immediate early response 5-like	PFAM (IER)	No	FALSE
adult thorax by wing PC1	TR261576|c0_g1_i1	1324	182.5	2.3272	0.0017955	NA		Ndr family	PFAM (Ndr), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR237575|c0_g1_i1	1325	23.695	-1.5178	0.0018066	ZnF		Zinc finger, C2H2 type	PFAM (zf-C2H2), SMART (ZnF_C2H2)	No	FALSE
