model	transcript	DEG.rank	baseMean	log2FoldChange	padj	manual.ann	EggNOG.Predicted.Gene	EggNOG.Description	EggNOG.Protein.Domains	Contaminant	xenic
adult gonad by sex	TR243053|c10_g2_i6	22302	12.566	10.221	5.2868e-19	NA		Immunoglobulin V-set domain	PFAM (V-set, I-set, ig, V-set_CD47), SMART (IG, IGc2, TRANS, SIGNAL)	No	FALSE
adult gonad by sex	TR264483|c1_g1_i6	22307	9.7127	7.8588	5.3662e-19	NA		tyrosine-protein kinase receptor	PFAM (MAM, Pkinase_Tyr, Pkinase, Ldl_recept_a), SMART (TRANS, TyrKc, LDLa, SIGNAL, STYKc, FBG, COIL, EGF)	No	FALSE
adult gonad by sex	TR285230|c3_g1_i12	22311	13.98	-1.4385	5.482e-19	NA		Inherit from biNOG: seizure threshold 2 homolog (mouse)	SMART (COIL)	No	FALSE
adult gonad by sex	TR243128|c2_g1_i1	22333	16.807	1.9251	5.9923e-19	NA		NA	SMART (COIL)	No	FALSE
adult gonad by sex	TR230618|c0_g1_i1	22334	76.029	-1.0311	5.9993e-19	NA	NCAPH2	non-SMC condensin II complex, subunit H2	PFAM (DUF1032)		FALSE
adult gonad by sex	TR198854|c2_g1_i1	22335	18.019	1.4941	6.0016e-19	NA		acetyl-CoA acetyltransferase	PFAM (Thiolase_N, Thiolase_C)	No	FALSE
adult gonad by sex	TR253886|c6_g1_i1	22336	44.559	1.9581	6.0283e-19	NA		Phosphoribosyl transferase domain	PFAM (Pribosyltran, OMPdecase)	No	FALSE
adult gonad by sex	TR278186|c0_g1_i1	22345	42.886	-1.2603	6.1881e-19	NA		Bromodomain and PHD finger-containing protein	PFAM (Bromodomain, EPL1, PWWP, PHD), SMART (PHD, BROMO, PWWP, ZnF_C2H2, COIL, AT_hook)	No	FALSE
adult gonad by sex	TR224513|c5_g1_i3	22355	43.361	-1.1312	6.4079e-19	held out	HOW	held out	PFAM (KH_1), SMART (KH)	No	FALSE
adult gonad by sex	TR229519|c1_g1_i1	22356	5.1027	11.421	6.4096e-19	NA	PDPK1	3phosphoinositidedependent protein kinase	PFAM (Pkinase_Tyr, Pkinase, Kdo), SMART (S_TKc, STYKc, PH, COIL)		FALSE
adult gonad by sex	TR219533|c0_g1_i1	22363	10.111	-1.4579	6.5875e-19	NA		Inherit from biNOG: spermatogenesis associated 2	PFAM (PUB), SMART (ZnF_RBZ, COIL)	No	FALSE
adult gonad by sex	TR245262|c1_g2_i1	22377	1.753	4.4523	6.8875e-19	NA		Inherit from opiNOG: PiggyBac transposable element-derived protein	PFAM (Transposase_11, HTH_psq, MADF_DNA_bdg), SMART (ZnF_C2H2)	No	FALSE
adult gonad by sex	TR85835|c0_g1_i1	22381	34.472	-1.3043	6.9805e-19	NA		NADH dehydrogenase	PFAM (ETC_C1_NDUFA5), SMART (COIL)	No	FALSE
adult gonad by sex	TR239611|c0_g1_i1	22393	1.835	3.4718	7.2585e-19	NA		Sulfotransferase family	PFAM (Sulfotransfer_2), SMART (TRANS, COIL)	No	FALSE
adult gonad by sex	TR262575|c0_g1_i1	22400	48.789	3.4235	7.434e-19	NA		Phosphatase-1 catalytic subunit binding region	PFAM (PP1c_bdg), SMART (SIGNAL, COIL)	No	FALSE
adult gonad by sex	TR221450|c0_g1_i1	22403	23.673	1.6509	7.4921e-19	ZnF		ZnF_C2H2	PFAM (zf-C2H2), SMART (ZnF_C2H2)	No	FALSE
adult gonad by sex	TR228883|c0_g1_i1	22407	59.323	1.0671	7.5642e-19	NA		Methyltransferase domain	PFAM (Methyltransf_11, Methyltransf_12, Ubie_methyltran, Hydroxy-O-Methy, MetW, MTS, TehB)	No	FALSE
adult gonad by sex	TR200618|c1_g2_i1	22415	78.805	-1.2594	7.6844e-19	SANS	SANS	ANK	PFAM (Ank, SAM_1, SAM_2, Chitin_bind_4, DUF2371), SMART (ANK, SAM, COIL, TRANS)	No	FALSE
adult gonad by sex	TR247040|c3_g5_i2	22416	2.2844	10.173	7.7126e-19	NA	JHDM1D	Demethylase	PFAM (JmjC, zf-CXXC, F-box, PHD), SMART (LRR, JmjC, PHD, FBOX, COIL)		FALSE
adult gonad by sex	TR256723|c5_g10_i1	22418	29.054	1.8573	7.7373e-19	NA		DNA replication licensing factor	PFAM (MCM, AAA_5, Mg_chelatase, AAA_3, 5_nucleotid, XendoU, AAA, Sigma54_activat), SMART (MCM, AAA)		FALSE
adult gonad by sex	TR270824|c3_g4_i2	22424	3.4503	3.8312	7.8562e-19	NA		multicellular organismal development	PFAM (RVT_1, rve, zf-CCHC, RVP, Retrotrans_gag), SMART (COIL, ZnF_C2HC, TRANS)	No	FALSE
adult gonad by sex	TR203974|c0_g3_i1	22429	3.6487	2.4005	7.9769e-19	NA		NA	PFAM (Parvo_coat_N), SMART (COIL, TRANS)	No	FALSE
adult gonad by sex	TR204028|c1_g1_i2	22433	1.4886	3.7608	8.0041e-19	NA		Ligand-gated ion channel	PFAM (Lig_chan, SBP_bac_3), SMART (TRANS, SIGNAL, Lig_chan-Glu_bd)	No	FALSE
adult gonad by sex	TR62398|c0_g1_i1	22437	190.16	-1.72	8.0849e-19	NA		NA	SMART (TRANS)	No	FALSE
adult gonad by sex	TR210262|c1_g1_i1	22442	15.227	1.5943	8.2752e-19	NA	ICLN	Pfam:ICln_channel	PFAM (ICln_channel)	No	FALSE
adult gonad by sex	TR236637|c4_g1_i2	22449	30.902	-1.224	8.4441e-19	NA		Glyco_18	PFAM (Glyco_hydro_18, DUF297), SMART (Glyco_18, SIGNAL, TRANS)	No	FALSE
adult gonad by sex	TR285203|c3_g1_i2	22457	5.8147	3.742	8.6371e-19	NA		7tm Odorant receptor	PFAM (7tm_6), SMART (TRANS)	No	FALSE
adult gonad by sex	TR221397|c0_g2_i2	22461	61.884	1.0292	8.7145e-19	NA		2 iron, 2 sulfur cluster binding	PFAM (Pyr_redox_2, Pyr_redox, Rieske)	No	FALSE
adult gonad by sex	TR198866|c1_g1_i1	22466	26.993	-1.024	8.7644e-19	NA		Inherit from biNOG: chromosome 10 open reading frame 2	PFAM (DnaB_C, KaiC), SMART (AAA, COIL)	No	FALSE
adult gonad by sex	TR67179|c0_g1_i1	22469	14.603	-1.5947	8.8268e-19	NA		WD domain, G-beta repeat	PFAM (WD40, SAP), SMART (WD40, SAP)	No	FALSE
adult gonad by sex	TR219555|c1_g1_i1	22470	45.858	1.3063	8.8882e-19	formin3	FORM3	FH2	PFAM (Drf_FH3, FH2, Drf_GBD), SMART (COIL, FH2, Drf_FH3)	No	FALSE
adult gonad by sex	TR202633|c1_g1_i1	22486	45.082	-1.4612	9.3257e-19	NA		CutA1 divalent ion tolerance protein	PFAM (CutA1), SMART (SIGNAL)	No	FALSE
adult gonad by sex	TR283401|c5_g2_i1	22487	10.134	1.9138	9.3272e-19	NA		Inherit from biNOG: protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)	PFAM (hATC, PBP_GOBP), SMART (ZnF_TTF)	No	FALSE
adult gonad by sex	TR230608|c3_g1_i4	22515	2.5849	4.4349	1.0144e-18	NA		GAF domain	PFAM (GAF, PDEase_I), SMART (GAF, HDc)	No	FALSE
adult gonad by sex	TR58971|c0_g2_i1	22521	33.942	1.7759	1.0333e-18	vasotab					FALSE
adult gonad by sex	TR284911|c3_g2_i1	22525	7.7281	4.2238	1.0585e-18	JH-IP		Juvenile hormone-inducible protein	PFAM (DUF227, DUF1679, APH, Choline_kinase), SMART (CHK)	No	FALSE
adult gonad by sex	TR251648|c1_g2_i1	22527	69.117	3.2971	1.0624e-18	NA		NA	SMART (SIGNAL, TRANS)	No	FALSE
adult gonad by sex	TR227450|c0_g1_i1	22530	18.523	-1.7289	1.0795e-18	NA		acidPPc	PFAM (PAP2), SMART (TRANS, acidPPc, SIGNAL, COIL)	No	FALSE
adult gonad by sex	TR239276|c0_g2_i1	22537	2.7822	2.7039	1.0971e-18	NA		Plant transposon protein	PFAM (Plant_tran)		FALSE
adult gonad by sex	TR206767|c1_g3_i1	22542	37.308	1.2869	1.124e-18	NA		ABC transporter transmembrane region	PFAM (ABC_membrane, ABC_tran, cNMP_binding, Dynamin_N, Pkinase_Tyr, Pkinase), SMART (TRANS, AAA, cNMP, S_TK_X, S_TKc)	No	FALSE
adult gonad by sex	TR202138|c24_g13_i1	22543	3.7774	2.3463	1.1308e-18	NA		NA	PFAM (Transposase_37, THAP), SMART (THAP, COIL, DM3, ZnF_C2HC, ANK)		FALSE
adult gonad by sex	TR236438|c2_g1_i7	22545	4.0603	4.9418	1.1369e-18	NA		Calcium-activated BK potassium channel alpha subunit	PFAM (BK_channel_a, Ion_trans_2), SMART (TRANS)	No	FALSE
adult gonad by sex	TR209494|c0_g1_i1	22562	7.0139	2.9456	1.1922e-18	NA	GDE1	phosphodiesterase gde1	PFAM (SPX, GDPD, Ank), SMART (ANK, COIL)		FALSE
adult gonad by sex	TR270855|c2_g2_i2	22563	12.839	1.3756	1.1966e-18	NA		to conserved	PFAM (DDE, HTH_psq, PHD), SMART (EGF, COIL, EGF_like, PHD)		FALSE
adult gonad by sex	TR207999|c6_g2_i2	22564	11.408	1.6297	1.197e-18	NA		Pfam:hATC	PFAM (hATC), SMART (ZnF_TTF, COIL)	No	FALSE
adult gonad by sex	TR259436|c0_g1_i2	22565	4.3442	6.4064	1.2011e-18	NA		Esterase	PFAM (COesterase, Abhydrolase_3), SMART (SIGNAL, TRANS)	No	FALSE
adult gonad by sex	TR206668|c1_g1_i2	22568	5.6123	3.8737	1.2014e-18	CamK4	CAMK4	Calcium calmodulin-dependent protein kinase	PFAM (Pkinase_Tyr, Pkinase), SMART (S_TKc, STYKc)	No	FALSE
adult gonad by sex	TR229871|c0_g3_i1	22570	24.31	1.4036	1.2059e-18	NA		CAP-Gly domain	PFAM (CAP_GLY), SMART (COIL, CAP_GLY)		FALSE
adult gonad by sex	TR257621|c0_g2_i3	22573	7.3261	9.041	1.2151e-18	NA	VMA4	Vacuolar ATP synthase subunit e	PFAM (vATP-synt_E), SMART (COIL)	No	FALSE
adult gonad by sex	TR251005|c0_g1_i1	22577	14.232	-2.7973	1.234e-18	NA		Cell growth regulator with RING finger domain	PFAM (zf-C2H2), SMART (RING, TRANS, ZnF_C2H2)	No	FALSE
adult gonad by sex	TR230787|c0_g1_i3	22583	185.08	-1.1438	1.2594e-18	NA		Secreted protein acidic and rich in cysteine Ca binding region	PFAM (Thyroglobulin_1, SPARC_Ca_bdg, Kazal_2, Kazal_1, Casc1), SMART (TY, EFh, KAZAL, SIGNAL, COIL, TRANS)	No	FALSE
adult gonad by sex	TR248551|c0_g2_i1	22587	4.0294	3.1572	1.2747e-18	NA		STYKc	PFAM (Pkinase_Tyr, Pkinase, Kdo), SMART (STYKc, COIL)		FALSE
adult gonad by sex	TR224137|c0_g8_i1	22593	31.501	1.3913	1.2868e-18	NA		maturation factor	PFAM (Cofilin_ADF), SMART (ADF)	No	FALSE
adult gonad by sex	TR208001|c1_g1_i1	22598	3.1276	3.1466	1.3226e-18	NA		Ezrin/radixin/moesin family	PFAM (FERM_C, ERM, FERM_N, FERM_M), SMART (COIL, B41, FERM_C)		FALSE
adult gonad by sex	TR274260|c1_g2_i1	22599	13.938	4.5628	1.3285e-18	NA		Jun-like transcription factor	PFAM (bZIP_1, bZIP_2, Jun), SMART (COIL, BRLZ)	No	FALSE
adult gonad by sex	TR217729|c0_g1_i3	22600	7.1877	2.6293	1.3334e-18	NA		7 transmembrane sweet-taste receptor of 3 GCPR	PFAM (7tm_3), SMART (TRANS, SIGNAL)	No	FALSE
adult gonad by sex	TR208024|c2_g5_i3	22611	3.7447	2.93	1.3673e-18	NA		HELP motif	PFAM (WD40, HELP, DCX), SMART (WD40)	No	FALSE
adult gonad by sex	TR200417|c4_g2_i8	22613	9.3507	4.9543	1.3765e-18	NA	SNMP2	biological adhesion	PFAM (CD36), SMART (TRANS)	No	FALSE
adult gonad by sex	TR250893|c5_g1_i2	22617	8.9435	3.3544	1.3961e-18	NA		NA	PFAM (MADF_DNA_bdg), SMART (COIL, TRANS)	No	FALSE
adult gonad by sex	TR267459|c0_g2_i3	22633	2.1942	3.7551	1.5003e-18	NA		Sodium/calcium exchanger protein	PFAM (Na_Ca_ex), SMART (TRANS)	No	FALSE
adult gonad by sex	TR278418|c2_g1_i4	22649	47.234	1.3373	1.6018e-18	NA		PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides (By similarity)	PFAM (RRM_1, Pro_isomerase, DUF3317), SMART (RRM, TRANS)	No	FALSE
adult gonad by sex	TR263468|c0_g1_i1	22650	35.849	-1.3502	1.6034e-18	NA		Immunoglobulin domain	PFAM (I-set, fn3, ig, V-set, C2-set_2, Tissue_fac), SMART (FN3, IGc2, IG, TRANS, SIGNAL, IG_like)	No	FALSE
adult gonad by sex	TR278080|c3_g1_i1	22652	60.179	1.177	1.6177e-18	NA	CON	LRR_TYP	PFAM (LRR_1), SMART (LRR, LRR_TYP, SIGNAL, TRANS, LRRCT)	No	FALSE
adult gonad by sex	TR280753|c3_g8_i2	22654	12.692	2.3874	1.6197e-18	NA	OSI_12899	Retrotransposon protein	PFAM (RVT_1, Exo_endo_phos), SMART (TRANS, COIL)	No	FALSE
adult gonad by sex	TR210201|c11_g1_i4	22662	5.9391	3.4932	1.6698e-18	NA		CAP-Gly domain	PFAM (CAP_GLY, Ank), SMART (CAP_GLY, COIL, ANK)	No	FALSE
adult gonad by sex	TR237975|c1_g1_i2	22665	16.891	-1.5826	1.6851e-18	NA		Glycosyltransferase sugar-binding region containing DXD motif   	PFAM (Gly_transf_sug), SMART (TRANS)	No	FALSE
adult gonad by sex	TR248609|c5_g3_i4	22673	2.4893	3.0282	1.7142e-18	NA		NA		No	FALSE
adult gonad by sex	TR201049|c0_g2_i1	22683	3.8722	3.3424	1.7749e-18	NA		kainate selective glutamate receptor activity	PFAM (Lig_chan-Glu_bd, SBP_bac_3, Lig_chan, ANF_receptor), SMART (TRANS, Lig_chan-Glu_bd, PBPe, SIGNAL)	No	FALSE
adult gonad by sex	TR263517|c0_g1_i12	22685	7.7324	2.4266	1.7887e-18	pangolin	PAN	HMG (high mobility group) box	PFAM (HMG_box, CTNNB1_binding), SMART (HMG)	No	FALSE
adult gonad by sex	TR200750|c0_g1_i4	22689	3.4866	4.6802	1.8072e-18	syntaxin-16	SYX16	SNARE domain	PFAM (SNARE, Syntaxin), SMART (TRANS, t_SNARE, COIL)	No	FALSE
adult gonad by sex	TR243006|c0_g3_i1	22693	7.7374	2.1966	1.8332e-18	Tsr3					FALSE
adult gonad by sex	TR247984|c0_g1_i3	22701	26.715	1.0192	1.8675e-18	NA		calcium and integrin-binding protein	SMART (EFh, TRANS)	No	FALSE
adult gonad by sex	TR206318|c0_g2_i2	22715	28.457	1.2912	1.972e-18	NA		WD domain, G-beta repeat	PFAM (WD40), SMART (WD40, COIL)	No	FALSE
adult gonad by sex	TR268173|c0_g1_i1	22726	25.686	-1.2027	2.0703e-18	NA		short chain dehydrogenase	PFAM (adh_short, KR, Chitin_bind_4), SMART (TRANS)	No	FALSE
adult gonad by sex	TR242674|c4_g2_i3	22729	20.75	1.4607	2.0769e-18	NA	POGK	pogo transposable element with KRAB domain	PFAM (DDE, Transposase_Tc5, BrkDBD, KRAB), SMART (CENPB, KRAB)	No	FALSE
adult gonad by sex	TR264157|c0_g1_i1	22742	8.3752	-3.7914	2.1744e-18	NA		PTI	PFAM (EGF_CA, EGF), SMART (EGF, PTI, FOLN, EGF_CA, EGF_like, WR1)		FALSE
adult gonad by sex	TR241991|c5_g4_i3	22749	5.3855	3.4689	2.2238e-18	NA		Sulfotransferase family	PFAM (Sulfotransfer_2), SMART (TRANS, COIL)	No	FALSE
adult gonad by sex	TR197147|c1_g3_i1	22752	2.3232	3.0239	2.2621e-18	NA		glucose dehydrogenase	PFAM (GMC_oxred_C, GMC_oxred_N, FAD_binding_2), SMART (SIGNAL, TRANS)	Yes	TRUE
adult gonad by sex	TR218628|c0_g1_i2	22757	9.9304	-2.4523	2.2923e-18	NA	Y-F	Major royal jelly protein	PFAM (MRJP), SMART (SIGNAL, TRANS)	No	FALSE
adult gonad by sex	TR244802|c0_g1_i1	22771	2.7517	3.1066	2.4168e-18	NA	TEH1	NA	SMART (TRANS)	No	FALSE
adult gonad by sex	TR252889|c0_g1_i1	22774	5.3591	4.4744	2.4187e-18	NA	AMY	alpha-amylase	PFAM (Alpha-amylase, Alpha-amylase_C), SMART (Aamy_C, Aamy, SIGNAL)	No	FALSE
adult gonad by sex	TR198894|c2_g1_i7	22783	5.9912	-3.6458	2.4898e-18	discs overgrown	CSNK1D	casein kinase 1	PFAM (Pkinase, Pkinase_Tyr), SMART (STYKc)	No	FALSE
adult gonad by sex	TR268012|c1_g1_i1	22787	2.6761	3.477	2.4933e-18	NA		MYND finger	PFAM (zf-MYND), SMART (COIL)	No	FALSE
adult gonad by sex	TR243846|c0_g1_i1	22796	2.8412	3.9116	2.547e-18	NA	JHI-26	Juvenile hormone-inducible protein	PFAM (DUF227, DUF1679, APH, Choline_kinase), SMART (CHK, TRANS)	No	FALSE
adult gonad by sex	TR278739|c3_g3_i2	22802	2.137	3.8593	2.6007e-18	NA		Sugar (and other) transporter	PFAM (MFS_1, Sugar_tr), SMART (TRANS)	No	FALSE
adult gonad by sex	TR208843|c0_g1_i6	22806	18.833	3.9666	2.6363e-18	NA		BTB And C-terminal Kelch	PFAM (BACK, BTB, PHR), SMART (BTB, BACK)	No	FALSE
adult gonad by sex	TR203408|c0_g1_i5	22820	58.485	1.0829	2.7464e-18	NA		ATP-dependent RNA helicase	PFAM (Helicase_C, HA2, DUF1605, DEAD), SMART (HA2, HELICc, DEXDc, COIL, ZnF_C2H2)	No	FALSE
adult gonad by sex	TR264483|c1_g1_i5	22824	2.1586	6.1263	2.7684e-18	NA		tyrosine-protein kinase receptor	PFAM (MAM, Pkinase_Tyr, Pkinase, Ldl_recept_a), SMART (TRANS, TyrKc, LDLa, SIGNAL, STYKc, FBG, COIL, EGF)	No	FALSE
adult gonad by sex	TR275732|c2_g3_i1	22833	21.173	1.0647	2.8559e-18	NA		SNF2 family N-terminal domain	PFAM (Helicase_C, SNF2_N, ResIII, DEAD), SMART (HELICc, DEXDc, COIL)	No	FALSE
adult gonad by sex	TR247007|c3_g2_i1	22839	3.5443	3.0936	2.921e-18	NA		Inherit from biNOG: Pao retrotransposon peptidase 	PFAM (Peptidase_A17, rve, DUF1759)	No	FALSE
adult gonad by sex	TR200340|c3_g1_i2	22841	24.737	1.1835	2.932e-18	NA		MYND finger	PFAM (zf-MYND), SMART (COIL)	No	FALSE
adult gonad by sex	TR254978|c0_g1_i2	22844	16.158	8.1452	2.9643e-18	NA	ZASP66	ZM	PFAM (PDZ), SMART (PDZ, ZM, COIL)	No	FALSE
adult gonad by sex	TR262801|c0_g1_i11	22845	3.3026	3.1118	2.9715e-18	NA		rhythmically expressed gene 2	PFAM (Hydrolase)	No	FALSE
adult gonad by sex	TR215128|c0_g1_i3	22848	7.7548	3.9862	2.9852e-18	Obp73A	OBP73A	NA	PFAM (PBP_GOBP), SMART (SIGNAL, TRANS)	No	FALSE
adult gonad by sex	TR283762|c0_g1_i2	22856	48.861	-1.0835	3.0469e-18	NA		inositol 1,4,5-trisphosphate	PFAM (RYDR_ITPR, RIH_assoc, Ion_trans, MIR, Ins145_P3_rec), SMART (TRANS, MIR, COIL)	No	FALSE
adult gonad by sex	TR278431|c0_g1_i2	22857	98.542	-1.0453	3.0557e-18	NA		SprT-like family	PFAM (SprT-like), SMART (SprT, COIL)	No	FALSE
adult gonad by sex	TR278443|c0_g1_i2	22860	18.431	-1.1045	3.0862e-18	NA		Integral membrane protein S linking to the trans Golgi network	PFAM (SYS1), SMART (TRANS)	No	FALSE
adult gonad by sex	TR247042|c0_g5_i1	22865	13.039	1.7024	3.1257e-18	NA		CENP-B N-terminal DNA-binding domain	PFAM (CENP-B_N, DDE, Transposase_Tc5), SMART (CENPB)		FALSE
adult gonad by sex	TR246228|c0_g1_i9	22874	5.0261	2.0133	3.2571e-18	NA		Inherit from KOG: Retrotransposon protein	PFAM (RVT_1), SMART (ZnF_C2HC, COIL)		FALSE
adult gonad by sex	TR198126|c3_g3_i2	22876	36.298	5.1173	3.2769e-18	NA		Inherit from biNOG: Suppressor of Ty 7 (S. cerevisiae)-like	PFAM (Bromo_TP)	No	FALSE
adult gonad by sex	TR275602|c4_g5_i2	22889	3.2442	4.5977	3.4075e-18	NA		ec 2.1.1.100	PFAM (ICMT, DUF1295), SMART (TRANS)	No	FALSE
adult gonad by sex	TR210017|c0_g1_i1	22890	3.4217	2.603	3.4121e-18	NA		Inherit from biNOG: multicellular organismal development	PFAM (RVT_1, rve, RVP)	No	FALSE
adult gonad by sex	TR62454|c0_g1_i1	22901	9.7588	-1.8608	3.5859e-18	NA		Pfam:DUF300	PFAM (DUF300), SMART (TRANS)	No	FALSE
adult gonad by sex	TR202273|c0_g1_i3	22937	14.149	3.0371	4.0416e-18	NA		CRAL/TRIO domain	PFAM (CRAL_TRIO), SMART (SEC14)	No	FALSE
adult gonad by sex	TR270864|c1_g3_i2	22938	9.6636	1.7905	4.0546e-18	NA		NA	SMART (ZnF_C2HC)	No	FALSE
adult gonad by sex	TR210916|c0_g1_i2	22942	42.624	-1.6121	4.0901e-18	NA		Dehydrogenase	PFAM (adh_short, KR, Epimerase, 3Beta_HSD), SMART (TRANS)	No	FALSE
adult gonad by sex	TR198162|c1_g1_i1	22954	3.4795	2.7886	4.3197e-18	NA		Sugar (and other) transporter	PFAM (Sugar_tr, MFS_1), SMART (TRANS, COIL)	No	FALSE
adult gonad by sex	TR252126|c7_g4_i1	22955	30.576	3.7322	4.3197e-18	NA	TSP42EE	tetraspanin	PFAM (Tetraspannin), SMART (TRANS)	No	FALSE
adult gonad by sex	TR208889|c4_g2_i5	22958	2.2438	4.8983	4.3618e-18	r.t.		Reverse transcriptase (RNA-dependent DNA polymerase)	PFAM (RVT_1, Exo_endo_phos)	No	FALSE
adult gonad by sex	TR206732|c0_g1_i1	22971	33.811	-1.2026	4.5445e-18	ssp3	SSP3	Inherit from biNOG: S-phase cyclin A-associated protein in the ER	SMART (COIL, LRR, ZnF_C2H2, ZnF_U1)	No	FALSE
adult gonad by sex	TR214110|c2_g1_i9	22975	9.4803	1.8728	4.6023e-18	NA		Inherit from biNOG: Armadillo repeat containing 9	SMART (COIL)	No	FALSE
adult gonad by sex	TR271248|c0_g1_i2	22978	18.752	-1.7173	4.6548e-18	NA		NA	SMART (SIGNAL, TRANS, COIL)	No	FALSE
adult gonad by sex	TR201046|c2_g1_i4	22985	2.2825	4.2595	4.7899e-18	spineless					FALSE
adult gonad by sex	TR257287|c4_g1_i3	22990	60.255	2.392	4.875e-18	NA		Inherit from biNOG: IG_FLMN	PFAM (zf-C3HC4, zf-B_box, Filamin, ABC_tran), SMART (COIL, RING, IG_FLMN, BBOX)	No	FALSE
adult gonad by sex	TR271530|c0_g2_i2	22992	3.1758	2.6366	4.9181e-18	NA		Serpentine type 7TM GPCR chemoreceptor Srx	PFAM (7tm_1, 7TM_GPCR_Srsx, 7TM_GPCR_Srx, 7TM_GPCR_Srv, TAS2R, 7TM_GPCR_Sru), SMART (TRANS)	No	FALSE
adult gonad by sex	TR273793|c1_g1_i7	22993	2.6229	2.924	4.9246e-18	NA	ELK	PAC	PFAM (Ion_trans_2, Ion_trans, cNMP_binding, PAS_3, PAS, PAS_4), SMART (TRANS, cNMP, PAC, PAS, COIL)	No	FALSE
adult gonad by sex	TR248598|c1_g1_i1	22998	11.102	1.4825	5.0324e-18	NA		NA		No	FALSE
adult gonad by sex	TR281008|c0_g3_i3	23003	3.7301	6.6956	5.1182e-18	NA		NA	PFAM (zf-CCHC, rve), SMART (COIL, ZnF_C2HC)	No	FALSE
adult gonad by sex	TR243146|c2_g3_i1	23006	28.608	-1.1829	5.1989e-18	NA		Phosphotyrosine-binding domain	PFAM (PTB, SH3_1, SH3_2), SMART (SH3, COIL)	No	FALSE
adult gonad by sex	TR236774|c1_g2_i2	23008	27.32	1.0097	5.2886e-18	NA	GABPA	GA binding protein transcription factor, alpha subunit 60kDa	PFAM (Ets, SAM_PNT, GABP-alpha), SMART (ETS, SAM_PNT)	No	FALSE
adult gonad by sex	TR227412|c2_g1_i3	23011	6.3827	-1.9958	5.3429e-18	NA	THAP6	THAP domain containing 6	PFAM (THAP), SMART (THAP, COIL, DM3)		FALSE
adult gonad by sex	TR229932|c20_g8_i1	23014	23.209	-12.265	5.4062e-18	NA		C2 domain of PTEN tumour-suppressor protein	PFAM (Pkinase_Tyr, Pkinase, DnaJ, PTEN_C2), SMART (STYKc, DnaJ, PTPc_DSPc)	No	FALSE
adult gonad by sex	TR50982|c0_g1_i1	23019	3.407	3.1107	5.5205e-18	sloppy paired 1		FH	PFAM (Fork_head), SMART (FH)	No	FALSE
adult gonad by sex	TR206353|c0_g1_i11	23026	1.8157	3.3593	5.5967e-18	NA		KISc	PFAM (Kinesin), SMART (COIL, KISc)	No	FALSE
adult gonad by sex	TR281539|c1_g1_i1	23027	16.836	2.6405	5.6207e-18	NA		NA	SMART (COIL, TRANS)	No	FALSE
adult gonad by sex	TR227397|c0_g1_i1	23028	31.445	-1.484	5.6259e-18	NA	CAD	Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain	PFAM (ATP-grasp, CPSase_L_D2, CPSase_L_chain, Dala_Dala_lig_C, OTCace, MGS, OTCace_N, Amidohydro_1, CPSase_sm_chain, GATase, CPSase_L_D3, Peptidase_C26, RimK, Glyco_hydro_35, Glyco_hydro_42), SMART (MGS, CPSase_sm_chain, CPSase_L_D3, SIGNAL, COIL)	No	FALSE
adult gonad by sex	TR250902|c4_g1_i1	23030	99.115	-1.2279	5.6507e-18	NA	GEL	actin binding	PFAM (Gelsolin, VHP), SMART (GEL, SIGNAL, VHP, TRANS)	No	FALSE
adult gonad by sex	TR250914|c1_g3_i3	23032	24.477	3.1484	5.7029e-18	NA		GRAM	PFAM (GRAM), SMART (TRANS, GRAM, COIL)	No	FALSE
adult gonad by sex	TR262737|c2_g2_i6	23050	2.0151	3.9634	6.0314e-18	NA		Pao retrotransposon peptidase 	PFAM (Peptidase_A17, DUF1758, RVT_1, DUF1759, rve), SMART (ZnF_C2HC)	No	FALSE
adult gonad by sex	TR198826|c0_g1_i4	23052	6.9972	-1.7682	6.0539e-18	NA		THAP	PFAM (zf-C2H2, THAP, zf-AD), SMART (ZnF_C2H2, THAP, COIL)		FALSE
adult gonad by sex	TR264681|c1_g1_i2	23054	16.437	-3.6886	6.0871e-18	NA		phosphoserine phosphatase	PFAM (Hydrolase, Put_Phosphatase)	No	FALSE
adult gonad by sex	TR261491|c0_g2_i3	23057	13.049	1.9918	6.1193e-18	NA		neural stem cell-derived dendrite regulator	PFAM (Lipase_3), SMART (TRANS)	No	FALSE
adult gonad by sex	TR243750|c0_g2_i1	23068	5.0039	2.5872	6.2396e-18	NA		Multidrug resistance protein	PFAM (ABC_tran, ABC_membrane, ABC_ATPase), SMART (TRANS, AAA, COIL)	No	FALSE
adult gonad by sex	TR230650|c5_g1_i6	23069	4.5741	4.3023	6.2512e-18	NA		Retrotransposon protein	PFAM (RVT_1, Exo_endo_phos), SMART (TRANS, COIL)		FALSE
adult gonad by sex	TR202487|c1_g1_i1	23074	3.3556	6.527	6.358e-18	distracted	DSD	PSI	PFAM (PSI, EGF_2, Kelch_2, Kelch_1, CUB, Laminin_EGF, EGF), SMART (PSI, EGF_like, EGF, TRANS, CUB, EGF_Lam, Kelch, SIGNAL)	No	FALSE
